Ensembl ID	Gene
ENSMUST00000108840	Tcf25
ENSMUST00000057934	Tcf25
ENSMUST00000176630	Tcof1
ENSMUST00000089024	Tcp1
ENSMUST00000151287	Tcp1
ENSMUST00000014220	Tctex1d2
ENSMUST00000038039	Tdp2
ENSMUST00000116425	Terf2
ENSMUST00000133925	Terf2
ENSMUST00000052138	Terf2ip
ENSMUST00000089622	Tet3
ENSMUST00000042780	Tex2
ENSMUST00000207249	Tex2
ENSMUST00000014892	Tex261
ENSMUST00000092430	Tfam
ENSMUST00000027769	Tfb2m
ENSMUST00000009877	Tfcp2
ENSMUST00000031288	Tfip11
ENSMUST00000186694	Tgfbrap1
ENSMUST00000052712	Tgs1
ENSMUST00000036807	Thap1
ENSMUST00000040445	Thap11
ENSMUST00000036680	Thap3
ENSMUST00000025137	Thoc1
ENSMUST00000026990	Thoc3
ENSMUST00000065865	Thoc7
ENSMUST00000005057	Thop1
ENSMUST00000064187	Thra
ENSMUST00000103139	Thra
ENSMUST00000080919	Thrap3
ENSMUST00000050575	Thtpa
ENSMUST00000033236	Thumpd1
ENSMUST00000032398	Thumpd3
ENSMUST00000039161	Thyn1
ENSMUST00000095753	Tia1
ENSMUST00000039913	Tigar
ENSMUST00000062626	Tigd2
ENSMUST00000192937	Tigd5
ENSMUST00000081104	Timm17a
ENSMUST00000033498	Timm17b
ENSMUST00000025547	Timm21
ENSMUST00000021203	Timm22
ENSMUST00000081946	Timm50
ENSMUST00000044051	Timm8b
ENSMUST00000002925	Timmdc1
ENSMUST00000043235	Tiprl
ENSMUST00000175765	Tirap
ENSMUST00000050211	Tk2
ENSMUST00000037678	Tkfc
ENSMUST00000052011	Tle4
ENSMUST00000038584	Tlk1
ENSMUST00000106939	Tlk2
ENSMUST00000026624	Tm9sf2
ENSMUST00000025989	Tm9sf3
ENSMUST00000026681	Tma16
ENSMUST00000023749	Tmbim6
ENSMUST00000195015	Tmco1
ENSMUST00000193446	Tmco1
ENSMUST00000007046	Tmco6
ENSMUST00000034698	Tmed1
ENSMUST00000040766	Tmed10
ENSMUST00000058488	Tmed3
ENSMUST00000004508	Tmed4
ENSMUST00000037418	Tmed8
ENSMUST00000109905	Tmed9
ENSMUST00000021296	Tmem101
ENSMUST00000031556	Tmem106b
ENSMUST00000064200	Tmem106c
ENSMUST00000062677	Tmem11
ENSMUST00000006701	Tmem110
ENSMUST00000032844	Tmem126a
ENSMUST00000035871	Tmem127
ENSMUST00000087511	Tmem128
ENSMUST00000041968	Tmem135
ENSMUST00000025568	Tmem138
ENSMUST00000006478	Tmem147
ENSMUST00000031144	Tmem165
ENSMUST00000129449	Tmem170b
ENSMUST00000037906	Tmem177
ENSMUST00000057151	Tmem18
ENSMUST00000049470	Tmem183a
ENSMUST00000101506	Tmem185a
ENSMUST00000052505	Tmem186
ENSMUST00000092170	Tmem19
ENSMUST00000052566	Tmem199
ENSMUST00000104998	Tmem203
ENSMUST00000115160	Tmem209
ENSMUST00000034632	Tmem218
ENSMUST00000120007	Tmem219
ENSMUST00000032926	Tmem219
ENSMUST00000121532	Tmem219
ENSMUST00000105907	Tmem222
ENSMUST00000028816	Tmem230
ENSMUST00000005053	Tmem242
ENSMUST00000068792	Tmem245
ENSMUST00000111298	Tmem248
ENSMUST00000057416	Tmem251
ENSMUST00000133967	Tmem256
ENSMUST00000094065	Tmem256
ENSMUST00000040372	Tmem258
ENSMUST00000052885	Tmem259
ENSMUST00000124536	Tmem259
ENSMUST00000111735	Tmem260
ENSMUST00000034878	Tmem30a
ENSMUST00000037918	Tmem33
ENSMUST00000160352	Tmem33
ENSMUST00000119929	Tmem41b
ENSMUST00000094097	Tmem41b
ENSMUST00000084733	Tmem42
ENSMUST00000105863	Tmem50a
ENSMUST00000030626	Tmem50a
ENSMUST00000115259	Tmem60
ENSMUST00000029891	Tmem68
ENSMUST00000177501	Tmem70
ENSMUST00000065373	Tmem70
ENSMUST00000033333	Tmem9b
ENSMUST00000095664	Tmf1
ENSMUST00000020123	Tmpo
ENSMUST00000072239	Tmpo
ENSMUST00000111820	Tmppe
ENSMUST00000036376	Tmub2
ENSMUST00000100387	Tmub2
ENSMUST00000021471	Tmx1
ENSMUST00000053664	Tmx2
ENSMUST00000025515	Tmx3
ENSMUST00000038228	Tmx4
ENSMUST00000087737	Tnip2
ENSMUST00000033929	Tnks
ENSMUST00000025729	Tnks2
ENSMUST00000012679	Tnpo3
ENSMUST00000094053	Tnrc6a
ENSMUST00000067689	Tnrc6b
ENSMUST00000030451	Toe1
ENSMUST00000001950	Tollip
ENSMUST00000020849	Tom1l1
ENSMUST00000179857	Tomm20
ENSMUST00000023062	Tomm22
ENSMUST00000109384	Tomm34
ENSMUST00000093552	Tomm40
ENSMUST00000111327	Tomm40l
ENSMUST00000166897	Tomm70a
ENSMUST00000002891	Top3a
ENSMUST00000042575	Topors
ENSMUST00000028200	Tor1a
ENSMUST00000028199	Tor1b
ENSMUST00000022766	Tox4
ENSMUST00000069712	Tpd52l2
ENSMUST00000000844	Tpd52l2
ENSMUST00000108799	Tpd52l2
ENSMUST00000115817	Tpgs2
ENSMUST00000172132	Tpi1
ENSMUST00000188313	Tpp2
ENSMUST00000087933	Tpp2
ENSMUST00000067137	Tprkb
ENSMUST00000161286	Tra2b
ENSMUST00000081702	Trabd
ENSMUST00000114234	Traf2
ENSMUST00000004949	Traf6
ENSMUST00000045903	Trak1
ENSMUST00000211187	Trak1
ENSMUST00000027068	Tram1
ENSMUST00000006137	Trap1
ENSMUST00000000384	Trappc10
ENSMUST00000168129	Trappc12
ENSMUST00000015157	Trappc2l
ENSMUST00000030660	Trappc3
ENSMUST00000044857	Trappc5
ENSMUST00000021380	Trappc6b
ENSMUST00000023276	Trappc9
ENSMUST00000124488	Trdmt1
ENSMUST00000108810	Trim11
ENSMUST00000120428	Trim24
ENSMUST00000021761	Trim27
ENSMUST00000005705	Trim28
ENSMUST00000197365	Trim33
ENSMUST00000029444	Trim33
ENSMUST00000022623	Trim35
ENSMUST00000041282	Trim37
ENSMUST00000042717	Trim39
ENSMUST00000047145	Trim41
ENSMUST00000102573	Trim44
ENSMUST00000189670	Trip12
ENSMUST00000027421	Trip12
ENSMUST00000179395	Trip4
ENSMUST00000059052	Trmt10c
ENSMUST00000019927	Trmt11
ENSMUST00000116551	Trmt112
ENSMUST00000174786	Trmt112
ENSMUST00000036937	Trmt12
ENSMUST00000030980	Trmt44
ENSMUST00000039554	Trmt6
ENSMUST00000023019	Trmu
ENSMUST00000030730	Trnau1ap
ENSMUST00000057578	Trnt1
ENSMUST00000117245	Trp53bp2
ENSMUST00000039007	Trp53rka
ENSMUST00000041059	Trpc4ap
ENSMUST00000026073	Trub1
ENSMUST00000026072	Trub1
ENSMUST00000097373	Tsc2
ENSMUST00000199164	Tsc22d2
ENSMUST00000099090	Tsc22d2
ENSMUST00000040234	Tsen2
ENSMUST00000021134	Tsen54
ENSMUST00000040560	Tsfm
ENSMUST00000060303	Tshz1
ENSMUST00000027623	Tsn
ENSMUST00000075896	Tsnax
ENSMUST00000060991	Tspan31
ENSMUST00000061372	Tspyl1
ENSMUST00000044509	Tspyl2
ENSMUST00000045807	Tsr1
ENSMUST00000063574	Tsr3
ENSMUST00000177841	Tssc4
ENSMUST00000060433	Tssc4
ENSMUST00000023231	Tsta3
ENSMUST00000048578	Ttc1
ENSMUST00000109278	Ttc1
ENSMUST00000050646	Ttc19
ENSMUST00000024882	Ttc27
ENSMUST00000081640	Ttc33
ENSMUST00000118193	Ttc33
ENSMUST00000091466	Ttc37
ENSMUST00000146088	Ttc38
ENSMUST00000026480	Ttc4
ENSMUST00000006451	Ttc5
ENSMUST00000062957	Ttc7b
ENSMUST00000096751	Ttc9c
ENSMUST00000100237	Ttf1
ENSMUST00000029179	Tti1
ENSMUST00000016897	Ttll1
ENSMUST00000016901	Ttll12
ENSMUST00000043584	Tubb4b
ENSMUST00000043680	Tubg1
ENSMUST00000109353	Tubgcp6
ENSMUST00000010198	Tusc2
ENSMUST00000096239	Tut1
ENSMUST00000014321	Tvp23b
ENSMUST00000020877	Twistnb
ENSMUST00000046425	Txlna
ENSMUST00000084264	Txlna
ENSMUST00000005487	Txn2
ENSMUST00000118362	Txndc11
ENSMUST00000038424	Txndc11
ENSMUST00000030296	Txndc12
ENSMUST00000021959	Txndc15
ENSMUST00000035988	Txndc5
ENSMUST00000162031	Txndc9
ENSMUST00000195032	Txndc9
ENSMUST00000195247	Txndc9
ENSMUST00000025476	Txnl1
ENSMUST00000145963	Txnl4a
ENSMUST00000034159	Txnl4b
ENSMUST00000040213	Tyw1
ENSMUST00000052774	Tyw3
ENSMUST00000014684	U2af1
ENSMUST00000005041	U2af2
ENSMUST00000209099	U2af2
ENSMUST00000111351	Uap1
ENSMUST00000111350	Uap1
ENSMUST00000001989	Uba1
ENSMUST00000102746	Uba2
ENSMUST00000035166	Uba5
ENSMUST00000036509	Ubac1
ENSMUST00000039803	Ubac2
ENSMUST00000072866	Ubap1
ENSMUST00000108060	Ubap1
ENSMUST00000132235	Ubap1
ENSMUST00000196843	Ubap2l
ENSMUST00000199834	Ubap2l
ENSMUST00000090908	Ubap2l
ENSMUST00000199050	Ubap2l
ENSMUST00000198322	Ubap2l
ENSMUST00000064639	Ubap2l
ENSMUST00000197177	Ubap2l
ENSMUST00000170693	Ube2d2a
ENSMUST00000197859	Ube2d3
ENSMUST00000106291	Ube2d3
ENSMUST00000166033	Ube2d3
ENSMUST00000022296	Ube2e1
ENSMUST00000171165	Ube2f
ENSMUST00000178627	Ube2f
ENSMUST00000021148	Ube2g1
ENSMUST00000174216	Ube2i
ENSMUST00000049911	Ube2i
ENSMUST00000173713	Ube2i
ENSMUST00000172868	Ube2i
ENSMUST00000124992	Ube2j1
ENSMUST00000135924	Ube2j1
ENSMUST00000201292	Ube2k
ENSMUST00000142407	Ube2k
ENSMUST00000090192	Ube2l3
ENSMUST00000099329	Ube2n
ENSMUST00000196726	Ube2q1
ENSMUST00000038356	Ube2q1
ENSMUST00000059555	Ube2q2
ENSMUST00000040008	Ube2r2
ENSMUST00000060645	Ube2v1
ENSMUST00000109207	Ube2v1
ENSMUST00000117146	Ube2w
ENSMUST00000100528	Ube2z
ENSMUST00000049453	Ube3c
ENSMUST00000117506	Ube4a
ENSMUST00000103212	Ube4b
ENSMUST00000033158	Ubfd1
ENSMUST00000051633	Ubiad1
ENSMUST00000155676	Ubl4a
ENSMUST00000129414	Ubl5
ENSMUST00000160682	Ubl5
ENSMUST00000163329	Ubl7
ENSMUST00000052449	Ubn1
ENSMUST00000160583	Ubn2
ENSMUST00000159447	Ubn2
ENSMUST00000028761	Ubox5
ENSMUST00000009885	Ubp1
ENSMUST00000084885	Ubp1
ENSMUST00000076454	Ubqln1
ENSMUST00000058735	Ubqln1
ENSMUST00000008748	Ubqln4
ENSMUST00000028728	Ubr1
ENSMUST00000113335	Ubr2
ENSMUST00000113337	Ubr2
ENSMUST00000055758	Ubr3
ENSMUST00000097822	Ubr4
ENSMUST00000110336	Ubr5
ENSMUST00000046404	Ubr7
ENSMUST00000096255	Ubxn1
ENSMUST00000166407	Ubxn1
ENSMUST00000020962	Ubxn2a
ENSMUST00000027592	Ubxn4
ENSMUST00000115151	Ubxn7
ENSMUST00000095349	Ubxn8
ENSMUST00000002289	Uchl3
ENSMUST00000018333	Uchl5
ENSMUST00000189936	Uchl5
ENSMUST00000138133	Uck1
ENSMUST00000094398	Uevld
ENSMUST00000080001	Ufc1
ENSMUST00000038705	Ufl1
ENSMUST00000102994	Ufl1
ENSMUST00000146598	Ufm1
ENSMUST00000034051	Ufsp2
ENSMUST00000046875	Uggt1
ENSMUST00000060895	Ugp2
ENSMUST00000102875	Ugp2
ENSMUST00000114849	Uhrf1bp1
ENSMUST00000020112	Uhrf1bp1l
ENSMUST00000025739	Uhrf2
ENSMUST00000099496	Uimc1
ENSMUST00000004920	Ulk2
ENSMUST00000053230	Ulk3
ENSMUST00000023510	Umps
ENSMUST00000060798	Unc119b
ENSMUST00000075666	Upf1
ENSMUST00000043767	Upf3a
ENSMUST00000076265	Upf3b
ENSMUST00000034457	Urb2
ENSMUST00000030446	Urod
ENSMUST00000034245	Usb1
ENSMUST00000108988	Usp10
ENSMUST00000092096	Usp14
ENSMUST00000116669	Usp14
ENSMUST00000020334	Usp15
ENSMUST00000026710	Usp16
ENSMUST00000041683	Usp22
ENSMUST00000094933	Usp24
ENSMUST00000023580	Usp25
ENSMUST00000046929	Usp31
ENSMUST00000197748	Usp33
ENSMUST00000117492	Usp33
ENSMUST00000044260	Usp37
ENSMUST00000042724	Usp38
ENSMUST00000070345	Usp39
ENSMUST00000193449	Usp39
ENSMUST00000194959	Usp4
ENSMUST00000035237	Usp4
ENSMUST00000053287	Usp42
ENSMUST00000106653	Usp47
ENSMUST00000141628	Usp48
ENSMUST00000105840	Usp48
ENSMUST00000024779	Usp49
ENSMUST00000122110	Usp5
ENSMUST00000047510	Usp5
ENSMUST00000028841	Usp8
ENSMUST00000080713	Utp14a
ENSMUST00000040972	Utp15
ENSMUST00000066888	Utp18
ENSMUST00000004470	Utp20
ENSMUST00000137116	Utp23
ENSMUST00000090413	Utp3
ENSMUST00000043152	Utp6
ENSMUST00000037968	Uvrag
ENSMUST00000034190	Vac14
ENSMUST00000067530	Vapb
ENSMUST00000030164	Vcp
ENSMUST00000102758	Vdac1
ENSMUST00000022293	Vdac2
ENSMUST00000183959	Vezf1
ENSMUST00000018521	Vezf1
ENSMUST00000194410	Vezf1
ENSMUST00000119818	Vezt
ENSMUST00000047711	Vezt
ENSMUST00000035673	Vhl
ENSMUST00000201855	Vkorc1l1
ENSMUST00000034644	Vps11
ENSMUST00000048646	Vps13b
ENSMUST00000028900	Vps16
ENSMUST00000042477	Vps25
ENSMUST00000105447	Vps26a
ENSMUST00000034470	Vps26b
ENSMUST00000118830	Vps29
ENSMUST00000117868	Vps29
ENSMUST00000155671	Vps29
ENSMUST00000031388	Vps33a
ENSMUST00000034131	Vps35
ENSMUST00000033866	Vps36
ENSMUST00000098817	Vps37a
ENSMUST00000087951	Vps37c
ENSMUST00000072961	Vps41
ENSMUST00000015891	Vps45
ENSMUST00000034388	Vps4a
ENSMUST00000094646	Vps4b
ENSMUST00000112736	Vps4b
ENSMUST00000164052	Vps50
ENSMUST00000025711	Vps51
ENSMUST00000160590	Vps51
ENSMUST00000025178	Vps52
ENSMUST00000009102	Vps72
ENSMUST00000002275	Vrk3
ENSMUST00000055262	Vti1b
ENSMUST00000167020	Wac
ENSMUST00000092112	Wac
ENSMUST00000074919	Wac
ENSMUST00000048263	Wapl
ENSMUST00000109848	Wars
ENSMUST00000004343	Wars2
ENSMUST00000031695	Wasl
ENSMUST00000116514	Wbp11
ENSMUST00000022601	Wbp4
ENSMUST00000005234	Wdr1
ENSMUST00000122038	Wdr12
ENSMUST00000045247	Wdr18
ENSMUST00000026833	Wdr24
ENSMUST00000167816	Wdr25
ENSMUST00000162963	Wdr26
ENSMUST00000159290	Wdr26
ENSMUST00000162819	Wdr26
ENSMUST00000025264	Wdr33
ENSMUST00000082319	Wdr33
ENSMUST00000113711	Wdr34
ENSMUST00000053663	Wdr36
ENSMUST00000166214	Wdr36
ENSMUST00000021572	Wdr37
ENSMUST00000056512	Wdr41
ENSMUST00000047086	Wdr43
ENSMUST00000026173	Wdr45b
ENSMUST00000025170	Wdr46
ENSMUST00000036561	Wdr48
ENSMUST00000113952	Wdr5
ENSMUST00000049323	Wdr55
ENSMUST00000051822	Wdr61
ENSMUST00000121204	Wdr61
ENSMUST00000072726	Wdr7
ENSMUST00000045766	Wdr70
ENSMUST00000026816	Wdr73
ENSMUST00000049424	Wdr74
ENSMUST00000010278	Wdr77
ENSMUST00000020490	Wdr82
ENSMUST00000079764	Wdr83os
ENSMUST00000046955	Wdr92
ENSMUST00000043305	Wdtc1
ENSMUST00000067563	Wdyhv1
ENSMUST00000165460	Whamm
ENSMUST00000209044	Whamm
ENSMUST00000037480	Wipf2
ENSMUST00000036872	Wipi2
ENSMUST00000048139	Wrap53
ENSMUST00000023913	Wrb
ENSMUST00000021832	Wrnip1
ENSMUST00000166615	Wwp2
ENSMUST00000019614	Xab2
ENSMUST00000163754	Xpnpep3
ENSMUST00000087031	Xpo5
ENSMUST00000022696	Xpo7
ENSMUST00000039810	Xpot
ENSMUST00000027741	Xpr1
ENSMUST00000063249	Xrcc1
ENSMUST00000030773	Xrcc2
ENSMUST00000028921	Xrn2
ENSMUST00000055389	Xxylt1
ENSMUST00000099735	Yae1d1
ENSMUST00000106054	Yars
ENSMUST00000059955	Yars2
ENSMUST00000049185	Ybey
ENSMUST00000020382	Yeats4
ENSMUST00000025811	Yif1a
ENSMUST00000075693	Yipf1
ENSMUST00000095263	Yipf3
ENSMUST00000024873	Yipf4
ENSMUST00000025364	Yipf5
ENSMUST00000002818	Ykt6
ENSMUST00000028117	Yme1l1
ENSMUST00000049813	Yod1
ENSMUST00000102628	Yrdc
ENSMUST00000120498	Ythdc1
ENSMUST00000037299	Ythdf1
ENSMUST00000018470	Ywhab
ENSMUST00000067664	Ywhae
ENSMUST00000019109	Ywhah
ENSMUST00000135088	Ywhaq
ENSMUST00000155480	Ywhaq
ENSMUST00000021692	Yy1
ENSMUST00000045909	Zbed3
ENSMUST00000042779	Zbtb1
ENSMUST00000050248	Zbtb11
ENSMUST00000006377	Zbtb17
ENSMUST00000053429	Zbtb22
ENSMUST00000080771	Zbtb24
ENSMUST00000049583	Zbtb40
ENSMUST00000115222	Zbtb44
ENSMUST00000210282	Zbtb45
ENSMUST00000051390	Zbtb45
ENSMUST00000066715	Zbtb48
ENSMUST00000055028	Zbtb5
ENSMUST00000030610	Zbtb8a
ENSMUST00000119480	Zbtb8os
ENSMUST00000141235	Zbtb8os
ENSMUST00000040572	Zc3h10
ENSMUST00000191896	Zc3h11a
ENSMUST00000022577	Zc3h13
ENSMUST00000110105	Zc3h14
ENSMUST00000110104	Zc3h14
ENSMUST00000081591	Zc3h15
ENSMUST00000093073	Zc3h18
ENSMUST00000100538	Zc3h3
ENSMUST00000209289	Zc3h4
ENSMUST00000037633	Zc3h7a
ENSMUST00000109554	Zc3h7b
ENSMUST00000080812	Zc3hc1
ENSMUST00000018383	Zcchc10
ENSMUST00000031077	Zcchc4
ENSMUST00000113904	Zcchc4
ENSMUST00000107824	Zcchc7
ENSMUST00000118927	Zdhhc13
ENSMUST00000026154	Zdhhc16
ENSMUST00000041723	Zdhhc17
ENSMUST00000084238	Zdhhc18
ENSMUST00000089473	Zdhhc20
ENSMUST00000147563	Zdhhc3
ENSMUST00000001900	Zdhhc4
ENSMUST00000035840	Zdhhc5
ENSMUST00000076891	Zdhhc6
ENSMUST00000034280	Zdhhc7
ENSMUST00000206884	Zdhhc8
ENSMUST00000076957	Zdhhc8
ENSMUST00000178385	Zfand6
ENSMUST00000209117	Zfand6
ENSMUST00000077791	Zfp1
ENSMUST00000174512	Zfp101
ENSMUST00000167107	Zfp101
ENSMUST00000055241	Zfp106
ENSMUST00000004614	Zfp110
ENSMUST00000062181	Zfp146
ENSMUST00000089677	Zfp148
ENSMUST00000165418	Zfp148
ENSMUST00000085856	Zfp157
ENSMUST00000041778	Zfp174
ENSMUST00000068975	Zfp180
ENSMUST00000188489	Zfp207
ENSMUST00000017567	Zfp207
ENSMUST00000009411	Zfp212
ENSMUST00000095606	Zfp213
ENSMUST00000056549	Zfp235
ENSMUST00000171071	Zfp236
ENSMUST00000066497	Zfp24
ENSMUST00000069637	Zfp277
ENSMUST00000069692	Zfp277
ENSMUST00000061617	Zfp280b
ENSMUST00000061890	Zfp282
ENSMUST00000060444	Zfp3
ENSMUST00000161448	Zfp316
ENSMUST00000208694	Zfp317
ENSMUST00000113481	Zfp318
ENSMUST00000138127	Zfp318
ENSMUST00000057717	Zfp319
ENSMUST00000034147	Zfp330
ENSMUST00000021937	Zfp346
ENSMUST00000074941	Zfp35
ENSMUST00000106072	Zfp362
ENSMUST00000130799	Zfp369
ENSMUST00000102703	Zfp39
ENSMUST00000125763	Zfp407
ENSMUST00000045931	Zfp410
ENSMUST00000167457	Zfp426
ENSMUST00000063989	Zfp438
ENSMUST00000108566	Zfp444
ENSMUST00000108567	Zfp444
ENSMUST00000044455	Zfp451
ENSMUST00000069195	Zfp46
ENSMUST00000039132	Zfp472
ENSMUST00000210882	Zfp511
ENSMUST00000076264	Zfp512
ENSMUST00000128553	Zfp512b
ENSMUST00000031562	Zfp513
ENSMUST00000114590	Zfp513
ENSMUST00000076664	Zfp53
ENSMUST00000056232	Zfp553
ENSMUST00000053410	Zfp574
ENSMUST00000107353	Zfp592
ENSMUST00000030644	Zfp593
ENSMUST00000047179	Zfp598
ENSMUST00000159109	Zfp609
ENSMUST00000108015	Zfp619
ENSMUST00000037260	Zfp623
ENSMUST00000193287	Zfp639
ENSMUST00000029203	Zfp639
ENSMUST00000087971	Zfp64
ENSMUST00000050383	Zfp646
ENSMUST00000206340	Zfp646
ENSMUST00000167316	Zfp655
ENSMUST00000054415	Zfp668
ENSMUST00000110905	Zfp68
ENSMUST00000063262	Zfp68
ENSMUST00000019482	Zfp687
ENSMUST00000053392	Zfp689
ENSMUST00000078976	Zfp706
ENSMUST00000188685	Zfp709
ENSMUST00000058104	Zfp719
ENSMUST00000012873	Zfp729b
ENSMUST00000118729	Zfp740
ENSMUST00000067425	Zfp747
ENSMUST00000181892	Zfp748
ENSMUST00000114583	Zfp777
ENSMUST00000205874	Zfp780b
ENSMUST00000094870	Zfp787
ENSMUST00000072465	Zfp809
ENSMUST00000054072	Zfp81
ENSMUST00000086278	Zfp810
ENSMUST00000034163	Zfp821
ENSMUST00000056677	Zfp830
ENSMUST00000032802	Zfp84
ENSMUST00000076251	Zfp865
ENSMUST00000121886	Zfp868
ENSMUST00000181767	Zfp87
ENSMUST00000034382	Zfp90
ENSMUST00000038627	Zfp91
ENSMUST00000056246	Zfp954
ENSMUST00000179996	Zfp994
ENSMUST00000025707	Zfpl1
ENSMUST00000160977	Zfpl1
ENSMUST00000048319	Zfyve1
ENSMUST00000102519	Zfyve19
ENSMUST00000090174	Zfyve19
ENSMUST00000021714	Zfyve21
ENSMUST00000021547	Zfyve26
ENSMUST00000169536	Zfyve27
ENSMUST00000099443	Zfyve27
ENSMUST00000103112	Zhx3
ENSMUST00000031632	Zkscan14
ENSMUST00000117721	Zkscan3
ENSMUST00000070785	Zkscan3
ENSMUST00000001419	Zmat2
ENSMUST00000162645	Zmiz1
ENSMUST00000012612	Zmiz2
ENSMUST00000102914	Zmiz2
ENSMUST00000109787	Zmiz2
ENSMUST00000058754	Zmpste24
ENSMUST00000135003	Zmym4
ENSMUST00000148042	Zmynd19
ENSMUST00000028350	Zmynd19
ENSMUST00000099084	Zmynd8
ENSMUST00000153655	Zmynd8
ENSMUST00000109266	Zmynd8
ENSMUST00000199033	Znhit6
ENSMUST00000098534	Znhit6
ENSMUST00000173506	Znrf1
ENSMUST00000171182	Znrf1
ENSMUST00000095176	Znrf1
ENSMUST00000079869	Znrf2
ENSMUST00000172492	Znrf3
ENSMUST00000109867	Znrf3
ENSMUST00000114552	Zpr1
ENSMUST00000156440	Zpr1
ENSMUST00000106157	Zranb1
ENSMUST00000106058	Zranb2
ENSMUST00000106057	Zranb2
ENSMUST00000049506	Zrsr1
ENSMUST00000090840	Zrsr2
ENSMUST00000112289	Zrsr2
ENSMUST00000032820	Zscan26
ENSMUST00000146243	Zscan29
ENSMUST00000110661	Zscan29
ENSMUST00000017908	Zswim1
ENSMUST00000052107	Zswim3
ENSMUST00000022358	Zswim8
ENSMUST00000034803	Zw10
ENSMUST00000020081	Zwint
ENSMUST00000160337	Zwint
ENSMUST00000105431	Zwint
ENSMUST00000101388	Zxdb
ENSMUST00000113539	Zxdc
ENSMUST00000203493	Zxdc
ENSMUST00000075117	Zxdc
ENSMUST00000043616	Zyg11b
