Ensembl ID	Gene
ENSMUST00000199317	Lamtor5
ENSMUST00000119559	Lancl1
ENSMUST00000113979	Lancl1
ENSMUST00000178636	Larp1
ENSMUST00000100206	Larp4
ENSMUST00000091829	Larp4b
ENSMUST00000029588	Larp7
ENSMUST00000097590	Lars
ENSMUST00000079987	Las1l
ENSMUST00000165952	Lats1
ENSMUST00000067545	Lclat1
ENSMUST00000033025	Lcmt1
ENSMUST00000152946	Ldb1
ENSMUST00000026252	Ldb1
ENSMUST00000137771	Ldb1
ENSMUST00000055117	Lemd2
ENSMUST00000119944	Lemd3
ENSMUST00000019878	Leng1
ENSMUST00000037472	Leng8
ENSMUST00000048937	Leo1
ENSMUST00000033910	Leprotl1
ENSMUST00000122026	Lias
ENSMUST00000043975	Lin37
ENSMUST00000137170	Lin52
ENSMUST00000028583	Lin7c
ENSMUST00000020444	Llph
ENSMUST00000120461	Lman1
ENSMUST00000048260	Lman1
ENSMUST00000021940	Lman2
ENSMUST00000023283	Lmf2
ENSMUST00000041804	Lmtk2
ENSMUST00000047226	Lonp1
ENSMUST00000034141	Lonp2
ENSMUST00000023491	Lrch3
ENSMUST00000199070	Lrig2
ENSMUST00000032322	Lrp6
ENSMUST00000153664	Lrpap1
ENSMUST00000030986	Lrpap1
ENSMUST00000112308	Lrpprc
ENSMUST00000030471	Lrrc41
ENSMUST00000026139	Lrrc45
ENSMUST00000078717	Lrrc58
ENSMUST00000021239	Lrrc59
ENSMUST00000038421	Lsm1
ENSMUST00000129820	Lsm11
ENSMUST00000021297	Lsm12
ENSMUST00000085585	Lsm14a
ENSMUST00000058764	Lsm14b
ENSMUST00000055485	Lsm14b
ENSMUST00000034311	Lsm4
ENSMUST00000170382	Lsm5
ENSMUST00000146824	Lsm6
ENSMUST00000051867	Lsm6
ENSMUST00000130325	Lsm6
ENSMUST00000056398	Lsm8
ENSMUST00000039449	Ltn1
ENSMUST00000019950	Ltv1
ENSMUST00000114976	Luc7l
ENSMUST00000161538	Luc7l2
ENSMUST00000161227	Luc7l2
ENSMUST00000107821	Luc7l3
ENSMUST00000166312	Luc7l3
ENSMUST00000107820	Luc7l3
ENSMUST00000053265	Lyrm4
ENSMUST00000030842	Lzic
ENSMUST00000026274	Lztfl1
ENSMUST00000168921	Lztfl1
ENSMUST00000023444	Lztr1
ENSMUST00000114449	Maea
ENSMUST00000058162	Mafg
ENSMUST00000030348	Magoh
ENSMUST00000033983	Mak16
ENSMUST00000128616	Malsu1
ENSMUST00000008907	Man1a2
ENSMUST00000042390	Man1b1
ENSMUST00000041374	Manea
ENSMUST00000005066	Map2k1
ENSMUST00000143517	Map2k2
ENSMUST00000105331	Map2k2
ENSMUST00000046963	Map2k4
ENSMUST00000034920	Map2k5
ENSMUST00000062686	Map2k7
ENSMUST00000036453	Map3k10
ENSMUST00000138243	Map3k10
ENSMUST00000096575	Map3k2
ENSMUST00000089058	Map3k4
ENSMUST00000168431	Map4k4
ENSMUST00000069107	Mapk1
ENSMUST00000115731	Mapk1
ENSMUST00000114752	Mapk14
ENSMUST00000166743	Mapk1ip1l
ENSMUST00000164235	Mapk1ip1l
ENSMUST00000168937	Mapk6
ENSMUST00000111945	Mapk8
ENSMUST00000115228	Mapk8ip3
ENSMUST00000121787	Mapk8ip3
ENSMUST00000102778	Mapk9
ENSMUST00000020634	Mapk9
ENSMUST00000066058	Mapkbp1
ENSMUST00000028981	Mapre1
ENSMUST00000115830	Mapre2
ENSMUST00000161821	Marc2
ENSMUST00000068725	Marc2
ENSMUST00000172767	March2
ENSMUST00000173329	March2
ENSMUST00000066121	March2
ENSMUST00000174040	March2
ENSMUST00000173015	March2
ENSMUST00000024078	March5
ENSMUST00000090227	March6
ENSMUST00000090300	Marf1
ENSMUST00000032557	Mark2
ENSMUST00000084953	Mark3
ENSMUST00000003908	Mast2
ENSMUST00000106484	Mast2
ENSMUST00000206765	Mat2a
ENSMUST00000193334	Mat2a
ENSMUST00000205335	Mat2a
ENSMUST00000059472	Mat2a
ENSMUST00000101347	Mat2b
ENSMUST00000040167	Mat2b
ENSMUST00000168013	Mau2
ENSMUST00000082136	Max
ENSMUST00000205568	Maz
ENSMUST00000206254	Maz
ENSMUST00000097530	Mbd1
ENSMUST00000074058	Mbd2
ENSMUST00000105349	Mbd3
ENSMUST00000092295	Mbd3
ENSMUST00000142997	Mbd3
ENSMUST00000112745	Mbd5
ENSMUST00000047413	Mbd5
ENSMUST00000021416	Mbip
ENSMUST00000193517	Mbnl1
ENSMUST00000099087	Mbnl1
ENSMUST00000038608	Mboat7
ENSMUST00000081381	Mbtps1
ENSMUST00000058098	Mbtps2
ENSMUST00000061882	Mcat
ENSMUST00000029259	Mccc1
ENSMUST00000022148	Mccc2
ENSMUST00000170795	Mcm3ap
ENSMUST00000075540	Mcm9
ENSMUST00000057557	Mcmbp
ENSMUST00000004683	Mcoln1
ENSMUST00000041190	Mcrs1
ENSMUST00000000365	Mcts1
ENSMUST00000020312	Mcu
ENSMUST00000021800	Mcur1
ENSMUST00000082337	Mdc1
ENSMUST00000102874	Mdh1
ENSMUST00000188090	Mdm4
ENSMUST00000002400	Mdp1
ENSMUST00000025439	Me2
ENSMUST00000002845	Mea1
ENSMUST00000055213	Meaf6
ENSMUST00000154689	Meaf6
ENSMUST00000100750	Mecp2
ENSMUST00000107545	Med1
ENSMUST00000022089	Med10
ENSMUST00000043624	Med13
ENSMUST00000100816	Med13l
ENSMUST00000034411	Med17
ENSMUST00000102645	Med19
ENSMUST00000032429	Med21
ENSMUST00000102899	Med22
ENSMUST00000017354	Med24
ENSMUST00000208551	Med25
ENSMUST00000208253	Med25
ENSMUST00000058534	Med26
ENSMUST00000156481	Med28
ENSMUST00000118833	Med28
ENSMUST00000037115	Med30
ENSMUST00000021157	Med31
ENSMUST00000022705	Med4
ENSMUST00000020665	Med7
ENSMUST00000081980	Med9
ENSMUST00000001455	Mef2d
ENSMUST00000119251	Mef2d
ENSMUST00000078459	Memo1
ENSMUST00000031740	Mepce
ENSMUST00000029804	Metap1
ENSMUST00000047910	Metap2
ENSMUST00000181217	Metap2
ENSMUST00000006915	Mettl1
ENSMUST00000029759	Mettl14
ENSMUST00000141755	Mettl16
ENSMUST00000114079	Mettl21a
ENSMUST00000055303	Mettl6
ENSMUST00000033163	Mettl9
ENSMUST00000091852	Mex3c
ENSMUST00000160972	Mff
ENSMUST00000160786	Mff
ENSMUST00000118286	Mfn1
ENSMUST00000091257	Mfn1
ENSMUST00000105716	Mfn2
ENSMUST00000021173	Mfsd11
ENSMUST00000029570	Mfsd14a
ENSMUST00000026859	Mfsd8
ENSMUST00000081794	Mgat1
ENSMUST00000101293	Mgat1
ENSMUST00000060579	Mgat2
ENSMUST00000038361	Mgat5
ENSMUST00000026243	Mgea5
ENSMUST00000070658	Mgrn1
ENSMUST00000052838	Mib1
ENSMUST00000150000	Mib1
ENSMUST00000022543	Micu2
ENSMUST00000023048	Mief1
ENSMUST00000025827	Minpp1
ENSMUST00000048807	Mis12
ENSMUST00000099554	Mis18a
ENSMUST00000028730	Mkks
ENSMUST00000110089	Mkks
ENSMUST00000026699	Mkln1
ENSMUST00000130108	Mkln1
ENSMUST00000000449	Mkrn2
ENSMUST00000112121	Mlec
ENSMUST00000180095	Mlf2
ENSMUST00000025053	Mllt1
ENSMUST00000070888	Mlst8
ENSMUST00000107302	Mlx
ENSMUST00000098367	Mlycd
ENSMUST00000031560	Mmab
ENSMUST00000102769	Mmadhc
ENSMUST00000059899	Mmgt1
ENSMUST00000084418	Mob2
ENSMUST00000162364	Mob4
ENSMUST00000099071	Mocs3
ENSMUST00000032114	Mogs
ENSMUST00000035202	Mon1a
ENSMUST00000191906	Mon1a
ENSMUST00000096441	Morc2a
ENSMUST00000085248	Morf4l1
ENSMUST00000169860	Morf4l1
ENSMUST00000080411	Morf4l2
ENSMUST00000018905	Mpdu1
ENSMUST00000032735	Mphosph10
ENSMUST00000034303	Mphosph6
ENSMUST00000034856	Mpi
ENSMUST00000049744	Mplkip
ENSMUST00000149441	Mpnd
ENSMUST00000154241	Mpv17
ENSMUST00000128757	Mpv17l
ENSMUST00000038626	Mpv17l2
ENSMUST00000115632	Mre11a
ENSMUST00000034405	Mre11a
ENSMUST00000018549	Mrm1
ENSMUST00000001485	Mrpl10
ENSMUST00000025836	Mrpl11
ENSMUST00000172387	Mrpl13
ENSMUST00000024734	Mrpl14
ENSMUST00000176498	Mrpl17
ENSMUST00000079121	Mrpl18
ENSMUST00000032124	Mrpl19
ENSMUST00000020820	Mrpl22
ENSMUST00000119968	Mrpl24
ENSMUST00000121048	Mrpl24
ENSMUST00000019854	Mrpl24
ENSMUST00000025278	Mrpl27
ENSMUST00000025014	Mrpl28
ENSMUST00000027256	Mrpl30
ENSMUST00000065103	Mrpl35
ENSMUST00000022098	Mrpl36
ENSMUST00000030365	Mrpl37
ENSMUST00000106439	Mrpl38
ENSMUST00000116584	Mrpl39
ENSMUST00000003386	Mrpl4
ENSMUST00000023391	Mrpl40
ENSMUST00000119273	Mrpl40
ENSMUST00000045604	Mrpl41
ENSMUST00000097715	Mrpl43
ENSMUST00000027464	Mrpl44
ENSMUST00000019026	Mrpl45
ENSMUST00000007482	Mrpl49
ENSMUST00000057829	Mrpl50
ENSMUST00000032485	Mrpl51
ENSMUST00000022538	Mrpl57
ENSMUST00000029786	Mrpl9
ENSMUST00000119945	Mrps10
ENSMUST00000120737	Mrps10
ENSMUST00000135680	Mrps14
ENSMUST00000030675	Mrps15
ENSMUST00000061444	Mrps16
ENSMUST00000121339	Mrps17
ENSMUST00000118420	Mrps17
ENSMUST00000119576	Mrps17
ENSMUST00000042191	Mrps17
ENSMUST00000025305	Mrps18b
ENSMUST00000038600	Mrps2
ENSMUST00000183742	Mrps23
ENSMUST00000024486	Mrps23
ENSMUST00000140438	Mrps25
ENSMUST00000052249	Mrps27
ENSMUST00000042148	Mrps28
ENSMUST00000022245	Mrps30
ENSMUST00000033934	Mrps31
ENSMUST00000031978	Mrps33
ENSMUST00000114797	Mrps33
ENSMUST00000028852	Mrps5
ENSMUST00000057208	Mrps9
ENSMUST00000028250	Mrrf
ENSMUST00000021772	Mrs2
ENSMUST00000102503	Mrto4
ENSMUST00000047173	Msantd4
ENSMUST00000107485	Msl1
ENSMUST00000037915	Msl1
ENSMUST00000085177	Msl2
ENSMUST00000112137	Msl3
ENSMUST00000096240	Mta2
ENSMUST00000112349	Mta3
ENSMUST00000067826	Mta3
ENSMUST00000118366	Mtch1
ENSMUST00000095427	Mtch1
ENSMUST00000022865	Mtdh
ENSMUST00000027492	Mterf4
ENSMUST00000030723	Mtf1
ENSMUST00000116279	Mtfr1l
ENSMUST00000102550	Mtfr1l
ENSMUST00000020749	Mtif2
ENSMUST00000016654	Mtif3
ENSMUST00000015358	Mtmr1
ENSMUST00000113146	Mtmr14
ENSMUST00000134945	Mtmr14
ENSMUST00000123506	Mtmr3
ENSMUST00000109943	Mtmr3
ENSMUST00000022563	Mtmr6
ENSMUST00000058679	Mtmr9
ENSMUST00000034896	Mto1
ENSMUST00000103221	Mtor
ENSMUST00000025077	Mtpap
ENSMUST00000031866	Mtpn
ENSMUST00000019908	Mtrf1l
ENSMUST00000169611	Mut
ENSMUST00000034272	Mvb12a
ENSMUST00000041555	Mvb12b
ENSMUST00000045633	Mybbp1a
ENSMUST00000030400	Mycbp
ENSMUST00000161008	Mycbp2
ENSMUST00000161278	Mycbp2
ENSMUST00000160758	Mycbp2
ENSMUST00000019723	Mydgf
ENSMUST00000071935	Myo9b
ENSMUST00000170242	Myo9b
ENSMUST00000042662	Mzt1
ENSMUST00000118316	N4bp2l2
ENSMUST00000029303	Naa15
ENSMUST00000193266	Naa15
ENSMUST00000110000	Naa20
ENSMUST00000022038	Naa35
ENSMUST00000025675	Naa40
ENSMUST00000161326	Naa50
ENSMUST00000063520	Naa50
ENSMUST00000186764	Nab1
ENSMUST00000069792	Nab1
ENSMUST00000026439	Nabp2
ENSMUST00000073868	Naca
ENSMUST00000030939	Nadk
ENSMUST00000105612	Nadk
ENSMUST00000033415	Nadsyn1
ENSMUST00000034349	Nae1
ENSMUST00000118009	Naf1
ENSMUST00000065917	Nap1l1
ENSMUST00000208190	Nap1l4
ENSMUST00000072727	Nap1l4
ENSMUST00000006181	Napa
ENSMUST00000025474	Napg
ENSMUST00000134108	Narfl
ENSMUST00000002350	Narfl
ENSMUST00000025483	Nars
ENSMUST00000044466	Nars2
ENSMUST00000081182	Nasp
ENSMUST00000030457	Nasp
ENSMUST00000028608	Nat10
ENSMUST00000042953	Nbas
ENSMUST00000029879	Nbn
ENSMUST00000149019	Nbr1
ENSMUST00000073127	Ncapd3
ENSMUST00000030014	Ncbp1
ENSMUST00000023460	Ncbp2
ENSMUST00000021135	Ncbp3
ENSMUST00000027438	Ncl
ENSMUST00000081713	Ncoa2
ENSMUST00000040381	Ncoa5
ENSMUST00000043126	Ncoa6
ENSMUST00000101066	Ncor1
ENSMUST00000069456	Ncor1
ENSMUST00000159315	Ncor1
ENSMUST00000155712	Ncor1
ENSMUST00000115795	Nde1
ENSMUST00000023359	Nde1
ENSMUST00000025293	Ndfip1
ENSMUST00000181969	Ndfip2
ENSMUST00000138283	Ndfip2
ENSMUST00000100329	Ndor1
ENSMUST00000072298	Ndrg3
ENSMUST00000169273	Ndst1
ENSMUST00000110802	Ndufaf1
ENSMUST00000163558	Ndufaf2
ENSMUST00000044825	Ndufaf5
ENSMUST00000024887	Ndufaf7
ENSMUST00000171415	Ndufb8
ENSMUST00000163516	Nedd4l
ENSMUST00000010520	Nedd8
ENSMUST00000190245	Neil1
ENSMUST00000050171	Nek4
ENSMUST00000040992	Nek9
ENSMUST00000030993	Nelfa
ENSMUST00000059849	Nelfb
ENSMUST00000109075	Nelfcd
ENSMUST00000173357	Nelfe
ENSMUST00000165953	Nelfe
ENSMUST00000048788	Nepro
ENSMUST00000132183	Neurl4
ENSMUST00000061837	Neurl4
ENSMUST00000109910	Nf2
ENSMUST00000075671	Nfatc2ip
ENSMUST00000109308	Nfatc3
ENSMUST00000048994	Nfkbil1
ENSMUST00000029147	Nfs1
ENSMUST00000117583	Nfu1
ENSMUST00000030133	Nfx1
ENSMUST00000098143	Nfx1
ENSMUST00000091614	Nfx1
ENSMUST00000130911	Nfyb
ENSMUST00000022815	Ngdn
ENSMUST00000022310	Ngly1
ENSMUST00000117989	Ngrn
ENSMUST00000152855	Nhej1
ENSMUST00000071423	Nhlrc2
ENSMUST00000087521	Nif3l1
ENSMUST00000171597	Nif3l1
ENSMUST00000027626	Nifk
ENSMUST00000034392	Nip7
ENSMUST00000015391	Nipsnap3b
ENSMUST00000168206	Nisch
ENSMUST00000172142	Nisch
ENSMUST00000111295	Nit1
ENSMUST00000111289	Nit1
ENSMUST00000023432	Nit2
ENSMUST00000035112	Nktr
ENSMUST00000142739	Nlk
ENSMUST00000029358	Nmd3
ENSMUST00000021314	Nmt1
ENSMUST00000081932	Nmt2
ENSMUST00000047860	Noa1
ENSMUST00000003946	Nob1
ENSMUST00000025963	Noc3l
ENSMUST00000046011	Nol10
ENSMUST00000041164	Nol12
ENSMUST00000138880	Nol12
ENSMUST00000030138	Nol6
ENSMUST00000071926	Nol7
ENSMUST00000165017	Nolc1
ENSMUST00000001611	Nom1
ENSMUST00000041364	Nop14
ENSMUST00000026987	Nop16
ENSMUST00000044200	Nop2
ENSMUST00000103198	Nop56
ENSMUST00000019441	Nop9
ENSMUST00000003513	Nosip
ENSMUST00000001480	Npepps
ENSMUST00000044271	Nploc4
ENSMUST00000075641	Npm1
ENSMUST00000109354	Npm1
ENSMUST00000010201	Nprl2
ENSMUST00000105290	Nr2c1
ENSMUST00000095273	Nr2c2ap
ENSMUST00000029445	Nras
ENSMUST00000031034	Nrbp1
ENSMUST00000106644	Nrd1
ENSMUST00000021596	Nrde2
ENSMUST00000115211	Nrf1
ENSMUST00000073456	Nsa2
ENSMUST00000099490	Nsd1
ENSMUST00000103075	Nsf
ENSMUST00000033006	Nsmce1
ENSMUST00000079703	Nsmce2
ENSMUST00000168722	Nsmce2
ENSMUST00000160289	Nsmce4a
ENSMUST00000109699	Nsun2
ENSMUST00000172239	Nt5c2
ENSMUST00000168536	Nt5c2
ENSMUST00000023362	Ntan1
ENSMUST00000047611	Nthl1
ENSMUST00000068825	Nub1
ENSMUST00000044252	Nubp2
ENSMUST00000211765	Nucb1
ENSMUST00000033096	Nucb1
ENSMUST00000062264	Nucks1
ENSMUST00000030665	Nudc
ENSMUST00000066496	Nudcd3
ENSMUST00000022343	Nudt13
ENSMUST00000050881	Nudt16l1
ENSMUST00000089049	Nudt18
ENSMUST00000040962	Nudt19
ENSMUST00000030154	Nudt2
ENSMUST00000034204	Nudt21
ENSMUST00000025050	Nudt3
ENSMUST00000179748	Nudt5
ENSMUST00000026927	Nudt5
ENSMUST00000031250	Nudt9
ENSMUST00000022586	Nufip1
ENSMUST00000100802	Nufip2
ENSMUST00000163183	Numa1
ENSMUST00000044795	Nup133
ENSMUST00000021803	Nup153
ENSMUST00000163765	Nup155
ENSMUST00000065398	Nup214
ENSMUST00000138012	Nup214
ENSMUST00000165443	Nup50
ENSMUST00000038514	Nup54
ENSMUST00000021085	Nup85
ENSMUST00000108530	Nup88
ENSMUST00000108531	Nup88
ENSMUST00000079961	Nup93
ENSMUST00000210682	Nup98
ENSMUST00000211005	Nup98
ENSMUST00000049887	Nupl2
ENSMUST00000023830	Nus1
ENSMUST00000027797	Nvl
ENSMUST00000010241	Nxf1
ENSMUST00000184970	Nxf1
ENSMUST00000047177	Nxt1
ENSMUST00000167180	Oard1
ENSMUST00000046651	Oard1
ENSMUST00000084500	Oat
ENSMUST00000180036	Oaz1
ENSMUST00000179620	Oaz1
ENSMUST00000110052	Ocel1
ENSMUST00000110051	Ocel1
ENSMUST00000031038	Ociad1
ENSMUST00000202250	Ociad1
ENSMUST00000049501	Ofd1
ENSMUST00000024470	Ogfod2
ENSMUST00000044475	Ogt
ENSMUST00000035780	Oma1
ENSMUST00000160597	Opa1
ENSMUST00000063976	Opa3
ENSMUST00000027198	Orc2
ENSMUST00000028098	Orc4
ENSMUST00000030872	Orc5
ENSMUST00000034132	Orc6
ENSMUST00000027266	Ormdl1
ENSMUST00000026409	Ormdl2
ENSMUST00000164259	Os9
ENSMUST00000080975	Os9
ENSMUST00000025590	Osbp
ENSMUST00000039733	Osbpl11
ENSMUST00000040668	Osbpl2
ENSMUST00000035497	Oscp1
ENSMUST00000132034	Ost4
ENSMUST00000132253	Ost4
ENSMUST00000043937	Ostc
ENSMUST00000040718	Ostm1
ENSMUST00000025679	Otub1
ENSMUST00000097830	Otud3
ENSMUST00000173286	Otud4
ENSMUST00000173078	Otud4
ENSMUST00000059662	Otulin
ENSMUST00000000985	Oxa1l
ENSMUST00000110690	Oxct1
ENSMUST00000040853	Oxsr1
ENSMUST00000026122	P4hb
ENSMUST00000026425	Pa2g4
ENSMUST00000001809	Pabpc1
ENSMUST00000172557	Pabpn1
ENSMUST00000116476	Pabpn1
ENSMUST00000140691	Pabpn1
ENSMUST00000025786	Pacs1
ENSMUST00000171436	Pacsin2
ENSMUST00000003529	Paf1
ENSMUST00000102520	Pafah1b1
ENSMUST00000021091	Pafah1b1
ENSMUST00000172450	Pafah1b2
ENSMUST00000109203	Paip1
ENSMUST00000026520	Paip1
ENSMUST00000046951	Pak1ip1
ENSMUST00000023467	Pak2
ENSMUST00000005825	Pan2
ENSMUST00000026537	Paox
ENSMUST00000097967	Paox
ENSMUST00000020513	Papolg
ENSMUST00000029666	Papss1
ENSMUST00000030805	Park7
ENSMUST00000048642	Parl
ENSMUST00000058884	Parn
ENSMUST00000027777	Parp1
ENSMUST00000036126	Parp2
ENSMUST00000026267	Parp6
ENSMUST00000050483	Parp6
ENSMUST00000061618	Patl1
ENSMUST00000002291	Paxip1
ENSMUST00000033577	Pbdc1
ENSMUST00000038149	Pbx2
ENSMUST00000173328	Pbx2
ENSMUST00000053015	Pcbp1
ENSMUST00000108838	Pcbp2
ENSMUST00000078404	Pcbp2
ENSMUST00000077037	Pcbp2
ENSMUST00000119954	Pcf11
ENSMUST00000208255	Pcf11
ENSMUST00000046975	Pcgf3
ENSMUST00000041643	Pcif1
ENSMUST00000163085	Pcmt1
ENSMUST00000159917	Pcmt1
ENSMUST00000029116	Pcmtd2
ENSMUST00000001179	Pcnt
ENSMUST00000021567	Pcnx
ENSMUST00000044352	Pcnx4
ENSMUST00000039059	Pcsk7
ENSMUST00000032065	Pcyox1
ENSMUST00000079791	Pcyt1a
ENSMUST00000031627	Pdap1
ENSMUST00000161137	Pdcd10
ENSMUST00000072141	Pdcd11
ENSMUST00000002710	Pdcd2l
ENSMUST00000022060	Pdcd6
ENSMUST00000035086	Pdcd6ip
ENSMUST00000111861	Pdcd6ip
ENSMUST00000048184	Pdcd7
ENSMUST00000194552	Pdcl3
ENSMUST00000027247	Pdcl3
ENSMUST00000168438	Pde4dip
ENSMUST00000045243	Pde4dip
ENSMUST00000099195	Pde7a
ENSMUST00000028683	Pdia3
ENSMUST00000077290	Pdia4
ENSMUST00000057288	Pdia6
ENSMUST00000102927	Pdpk1
ENSMUST00000028972	Pdrg1
ENSMUST00000202648	Pds5a
ENSMUST00000201948	Pds5a
ENSMUST00000016569	Pds5b
ENSMUST00000015812	Pdzd11
ENSMUST00000059099	Pdzd11
ENSMUST00000099274	Pdzd8
ENSMUST00000019065	Pelp1
ENSMUST00000020705	Pes1
ENSMUST00000103180	Pex10
ENSMUST00000020523	Pex13
ENSMUST00000103217	Pex14
ENSMUST00000075895	Pex19
ENSMUST00000111252	Pex19
ENSMUST00000195855	Pex2
ENSMUST00000059021	Pex2
ENSMUST00000164828	Pex2
ENSMUST00000019945	Pex3
ENSMUST00000020182	Pex7
ENSMUST00000025204	Pfdn1
ENSMUST00000135941	Pfdn2
ENSMUST00000006579	Pfdn2
ENSMUST00000138703	Pfkp
ENSMUST00000021614	Pfkp
ENSMUST00000112505	Pgam5
ENSMUST00000059229	Pgam5
ENSMUST00000058351	Pgm1
ENSMUST00000053024	Pgp
ENSMUST00000058578	Pgrmc2
ENSMUST00000008445	Phax
ENSMUST00000130163	Phax
ENSMUST00000004375	Phb2
ENSMUST00000168645	Phc3
ENSMUST00000049167	Phf12
ENSMUST00000090632	Phf14
ENSMUST00000115511	Phf14
ENSMUST00000035540	Phf2
ENSMUST00000135814	Phf23
ENSMUST00000101526	Phf23
ENSMUST00000023117	Phf5a
ENSMUST00000033086	Phkg2
ENSMUST00000028494	Phospho2
ENSMUST00000142572	Phrf1
ENSMUST00000118174	Phtf2
ENSMUST00000125476	Pi4kb
ENSMUST00000072287	Pi4kb
ENSMUST00000098651	Pias1
ENSMUST00000114776	Pias2
ENSMUST00000028021	Pigc
ENSMUST00000024957	Pigf
ENSMUST00000119014	Pigg
ENSMUST00000072154	Pigh
ENSMUST00000159899	Pigk
ENSMUST00000052455	Pigm
ENSMUST00000067481	Pigo
ENSMUST00000113906	Pigp
ENSMUST00000048073	Pigs
ENSMUST00000103101	Pigt
ENSMUST00000077626	Pigu
ENSMUST00000062118	Pigv
ENSMUST00000067902	Pigv
ENSMUST00000067058	Pigw
ENSMUST00000210139	Pih1d1
ENSMUST00000211414	Pih1d1
ENSMUST00000085375	Pih1d1
ENSMUST00000029201	Pik3ca
ENSMUST00000055518	Pik3r1
ENSMUST00000065778	Pik3r4
ENSMUST00000034689	Pin1
ENSMUST00000022528	Pinx1
ENSMUST00000018691	Pip4k2b
ENSMUST00000013970	Pip4k2c
ENSMUST00000163075	Pip5k1c
ENSMUST00000045469	Pip5k1c
ENSMUST00000105851	Pithd1
ENSMUST00000143219	Pitpna
ENSMUST00000179445	Pitpna
ENSMUST00000086635	Pitpnb
ENSMUST00000200298	Pitpnb
ENSMUST00000021611	Pitrm1
ENSMUST00000172733	Pja2
ENSMUST00000035565	Pkd1
ENSMUST00000166977	Pla2g6
ENSMUST00000174021	Pla2g6
ENSMUST00000107107	Plaa
ENSMUST00000111920	Plekha3
ENSMUST00000156687	Plekhb2
ENSMUST00000027297	Plekhb2
ENSMUST00000036805	Plekhj1
ENSMUST00000105571	Plekhn1
ENSMUST00000105569	Plekhn1
ENSMUST00000143467	Plgrkt
ENSMUST00000155367	Plgrkt
ENSMUST00000150268	Plrg1
ENSMUST00000108632	Plscr3
ENSMUST00000019605	Plscr3
ENSMUST00000108633	Plscr3
ENSMUST00000023396	Pmm2
ENSMUST00000076431	Pmpca
ENSMUST00000030882	Pmpcb
ENSMUST00000020317	Pno1
ENSMUST00000020756	Pnpt1
ENSMUST00000030436	Pnrc2
ENSMUST00000159990	Poc1b
ENSMUST00000099295	Poc5
ENSMUST00000049863	Pofut1
ENSMUST00000131487	Pogk
ENSMUST00000036210	Poglut1
ENSMUST00000033938	Polb
ENSMUST00000102922	Pold2
ENSMUST00000032969	Pold3
ENSMUST00000030091	Pole3
ENSMUST00000095786	Pole4
ENSMUST00000073889	Polg
ENSMUST00000026239	Poll
ENSMUST00000055296	Polr1a
ENSMUST00000103205	Polr1b
ENSMUST00000087026	Polr1c
ENSMUST00000050970	Polr1d
ENSMUST00000110557	Polr1d
ENSMUST00000031167	Polr2b
ENSMUST00000109521	Polr2c
ENSMUST00000004786	Polr2e
ENSMUST00000096261	Polr2g
ENSMUST00000021405	Polr2h
ENSMUST00000041366	Polr2j
ENSMUST00000180159	Polr2k
ENSMUST00000034720	Polr2m
ENSMUST00000026322	Polr3a
ENSMUST00000077175	Polr3b
ENSMUST00000029741	Polr3c
ENSMUST00000033173	Polr3e
ENSMUST00000106483	Polr3e
ENSMUST00000028914	Polr3f
ENSMUST00000091924	Polr3gl
ENSMUST00000023113	Polr3h
ENSMUST00000111171	Pom121
ENSMUST00000061850	Pomk
ENSMUST00000031654	Pomp
ENSMUST00000201120	Pomp
ENSMUST00000201376	Pomp
ENSMUST00000037788	Pomt2
ENSMUST00000111035	Pop7
ENSMUST00000031728	Pop7
ENSMUST00000115330	Pot1a
ENSMUST00000184775	Pot1b
ENSMUST00000086876	Pot1b
ENSMUST00000029644	Ppa2
ENSMUST00000068457	Pphln1
ENSMUST00000109256	Pphln1
ENSMUST00000049122	Pphln1
ENSMUST00000034947	Ppib
ENSMUST00000029382	Ppid
ENSMUST00000030404	Ppie
ENSMUST00000024802	Ppil1
ENSMUST00000023455	Ppil2
ENSMUST00000114348	Ppil3
ENSMUST00000112845	Ppip5k2
ENSMUST00000021514	Ppm1a
ENSMUST00000020835	Ppm1d
ENSMUST00000031032	Ppm1g
ENSMUST00000102528	Ppp1cc
ENSMUST00000040402	Ppp1r11
ENSMUST00000174711	Ppp1r11
ENSMUST00000045665	Ppp1r12b
ENSMUST00000052529	Ppp1r15b
ENSMUST00000058444	Ppp1r37
ENSMUST00000027494	Ppp1r7
ENSMUST00000030702	Ppp1r8
ENSMUST00000020608	Ppp2ca
ENSMUST00000009774	Ppp2cb
ENSMUST00000007708	Ppp2r1a
ENSMUST00000114437	Ppp2r1b
ENSMUST00000034560	Ppp2r1b
ENSMUST00000089230	Ppp2r2a
ENSMUST00000155672	Ppp2r2d
ENSMUST00000021410	Ppp2r3c
ENSMUST00000067976	Ppp2r5a
ENSMUST00000109832	Ppp2r5c
ENSMUST00000002839	Ppp2r5d
ENSMUST00000021447	Ppp2r5e
ENSMUST00000070198	Ppp3ca
ENSMUST00000022355	Ppp3cb
ENSMUST00000161445	Ppp3cb
ENSMUST00000159027	Ppp3cb
ENSMUST00000161989	Ppp3cb
ENSMUST00000102880	Ppp3r1
ENSMUST00000032936	Ppp4c
ENSMUST00000003183	Ppp5c
ENSMUST00000028087	Ppp6c
ENSMUST00000204368	Ppp6c
ENSMUST00000064099	Ppp6r1
